epoch,loss(MSE),lr,time,tr_E(MAE),tr_F(MAE),val_E(MAE),val_F(MAE),irc_E(MAE),irc_F(MAE),test_E(MAE),test_F(MAE)
1.00000,199.37047,0.00100,158.70914,2.97018,4.63176,1.11850,1.79524,0.51061,0.44205,2.72084,5.89445
2.00000,3765.03903,0.00100,118.04878,3.06435,4.67332,1.97952,1.82115,0.51061,0.44205,2.72084,5.89445
3.00000,1381.12785,0.00100,118.67906,3.10209,4.72605,2.24300,1.76832,0.51061,0.44205,2.72084,5.89445
4.00000,1430.41238,0.00100,150.72406,3.07083,4.40836,1.23922,1.75682,0.57326,0.50992,2.64926,5.51451
5.00000,394.33772,0.00100,117.98824,2.98337,4.28059,1.15898,1.80810,0.57326,0.50992,2.64926,5.51451
6.00000,574.34209,0.00100,119.73931,3.03080,5.12027,2.16558,1.77969,0.57326,0.50992,2.64926,5.51451
7.00000,104.92107,0.00100,116.99397,2.62016,3.44810,1.43102,1.86827,0.57326,0.50992,2.64926,5.51451
8.00000,117.36411,0.00100,116.69292,3.17029,4.69442,1.98831,1.79930,0.57326,0.50992,2.64926,5.51451
9.00000,266.35820,0.00100,117.07602,2.76100,3.87031,1.26368,1.82297,0.57326,0.50992,2.64926,5.51451
10.00000,3744.42853,0.00100,116.73410,3.00356,4.77904,1.04968,1.76977,0.57326,0.50992,2.64926,5.51451
11.00000,93.10198,0.00100,116.94518,2.83860,4.23721,1.37251,1.79262,0.57326,0.50992,2.64926,5.51451
12.00000,621.71417,0.00100,117.52619,3.12739,4.98779,1.35483,1.75712,0.57326,0.50992,2.64926,5.51451
13.00000,4059.75583,0.00100,117.57419,2.77510,3.93270,1.19815,1.91820,0.57326,0.50992,2.64926,5.51451
14.00000,90.67320,0.00100,116.93876,2.94621,4.22173,1.52482,1.97212,0.57326,0.50992,2.64926,5.51451
15.00000,158.67202,0.00100,144.59579,2.73135,4.07664,1.56278,1.68484,0.86017,0.44515,2.90641,5.74615
16.00000,97.56681,0.00100,117.82703,2.96938,4.14801,2.15200,1.77678,0.86017,0.44515,2.90641,5.74615
17.00000,3582.56187,0.00100,117.43274,2.94738,4.38968,1.73180,1.70148,0.86017,0.44515,2.90641,5.74615
